,id,sample,unac,cons,submitdate,lastpage,lan,seed,startdate,datestamp,gender,age,english,pre_happy,difficulties,post_happy,own_definition,synthetic_voices,daily_encounter,negative_experience,familiar_definition,agree_definition,verification,user_comment,voice_gender,google_pitch,sample_id,pitch_weighted,pitch_mean,pitch_median,pitch_std
108,8,03_sample_22967_p+10_f.wav,99.0,99.0,2023-11-09 00:44:54,59,en,1942581331,2023-11-09 00:26:05,2023-11-09 00:26:05,Male,27,Advanced,65,No,66,Hate speech for me means generalizing about certain groups of people in a bad and hurtful way,0,68,Yes,Yes,Yes,Yes,Spread Love ,Female,10.0,22967,359.72974158663635,454.0182547019731,363.4439704921498,353.7843594543683
110,8,05_sample_2994_p-10_f.wav,77.0,76.0,2023-11-09 00:44:54,59,en,1942581331,2023-11-09 00:26:05,2023-11-09 00:26:05,Male,27,Advanced,65,No,66,Hate speech for me means generalizing about certain groups of people in a bad and hurtful way,0,68,Yes,Yes,Yes,Yes,Spread Love ,Female,-10.0,2994,202.33791737484293,310.9071040223541,179.91676553935082,329.16252881248386
113,8,08_sample_2994_p+10_m.wav,77.0,75.0,2023-11-09 00:44:54,59,en,1942581331,2023-11-09 00:26:05,2023-11-09 00:26:05,Male,27,Advanced,65,No,66,Hate speech for me means generalizing about certain groups of people in a bad and hurtful way,0,68,Yes,Yes,Yes,Yes,Spread Love ,Male,10.0,2994,280.8571478395866,357.7146016215786,261.895958660944,295.73384589004746
115,8,10_sample_3913_p-10_m.wav,59.0,61.0,2023-11-09 00:44:54,59,en,1942581331,2023-11-09 00:26:05,2023-11-09 00:26:05,Male,27,Advanced,65,No,66,Hate speech for me means generalizing about certain groups of people in a bad and hurtful way,0,68,Yes,Yes,Yes,Yes,Spread Love ,Male,-10.0,3913,240.6989919309526,373.3689072689052,207.10743174045183,399.8098024730553
116,8,11_sample_3913_p+10_f.wav,34.0,42.0,2023-11-09 00:44:54,59,en,1942581331,2023-11-09 00:26:05,2023-11-09 00:26:05,Male,27,Advanced,65,No,66,Hate speech for me means generalizing about certain groups of people in a bad and hurtful way,0,68,Yes,Yes,Yes,Yes,Spread Love ,Female,10.0,3913,379.465102900006,602.0160933138437,435.16173461213066,497.3844204687591
117,8,12_sample_3913_p+10_m.wav,38.0,38.0,2023-11-09 00:44:54,59,en,1942581331,2023-11-09 00:26:05,2023-11-09 00:26:05,Male,27,Advanced,65,No,66,Hate speech for me means generalizing about certain groups of people in a bad and hurtful way,0,68,Yes,Yes,Yes,Yes,Spread Love ,Male,10.0,3913,292.5490375454518,378.3708576167281,268.1856292182659,307.84455953319934
118,8,13_sample_4382_p-10_f.wav,81.0,79.0,2023-11-09 00:44:54,59,en,1942581331,2023-11-09 00:26:05,2023-11-09 00:26:05,Male,27,Advanced,65,No,66,Hate speech for me means generalizing about certain groups of people in a bad and hurtful way,0,68,Yes,Yes,Yes,Yes,Spread Love ,Female,-10.0,4382,222.6877261104952,361.96107139124194,184.8249141832258,393.8487491511948
119,8,14_sample_4382_p-10_m.wav,84.0,81.0,2023-11-09 00:44:54,59,en,1942581331,2023-11-09 00:26:05,2023-11-09 00:26:05,Male,27,Advanced,65,No,66,Hate speech for me means generalizing about certain groups of people in a bad and hurtful way,0,68,Yes,Yes,Yes,Yes,Spread Love ,Male,-10.0,4382,150.33947748561314,352.8274654745969,132.86612165048246,405.392887797881
120,8,15_sample_4382_p+10_f.wav,86.0,81.0,2023-11-09 00:44:54,59,en,1942581331,2023-11-09 00:26:05,2023-11-09 00:26:05,Male,27,Advanced,65,No,66,Hate speech for me means generalizing about certain groups of people in a bad and hurtful way,0,68,Yes,Yes,Yes,Yes,Spread Love ,Female,10.0,4382,385.35093632975816,492.61503795962113,422.252502185419,348.03906807084854
121,8,16_sample_4382_p+10_m.wav,90.0,90.0,2023-11-09 00:44:54,59,en,1942581331,2023-11-09 00:26:05,2023-11-09 00:26:05,Male,27,Advanced,65,No,66,Hate speech for me means generalizing about certain groups of people in a bad and hurtful way,0,68,Yes,Yes,Yes,Yes,Spread Love ,Male,10.0,4382,275.41744088918904,413.2284195527813,298.70306753743336,368.5712146843281
122,8,17_sample_5213_p-10_f.wav,52.0,51.0,2023-11-09 00:44:54,59,en,1942581331,2023-11-09 00:26:05,2023-11-09 00:26:05,Male,27,Advanced,65,No,66,Hate speech for me means generalizing about certain groups of people in a bad and hurtful way,0,68,Yes,Yes,Yes,Yes,Spread Love ,Female,-10.0,5213,206.62134199373196,373.3944396465776,183.54345132865268,480.95919987447206
123,8,18_sample_5213_p-10_m.wav,37.0,38.0,2023-11-09 00:44:54,59,en,1942581331,2023-11-09 00:26:05,2023-11-09 00:26:05,Male,27,Advanced,65,No,66,Hate speech for me means generalizing about certain groups of people in a bad and hurtful way,0,68,Yes,Yes,Yes,Yes,Spread Love ,Male,-10.0,5213,162.98279786307242,350.87347440519454,121.12617663793004,449.1220801980649
126,8,21_sample_6037_p-10_f.wav,38.0,37.0,2023-11-09 00:44:54,59,en,1942581331,2023-11-09 00:26:05,2023-11-09 00:26:05,Male,27,Advanced,65,No,66,Hate speech for me means generalizing about certain groups of people in a bad and hurtful way,0,68,Yes,Yes,Yes,Yes,Spread Love ,Female,-10.0,6037,198.28566360198656,370.8076475012946,183.18793736377316,424.7239741350455
127,8,22_sample_6037_p-10_m.wav,39.0,37.0,2023-11-09 00:44:54,59,en,1942581331,2023-11-09 00:26:05,2023-11-09 00:26:05,Male,27,Advanced,65,No,66,Hate speech for me means generalizing about certain groups of people in a bad and hurtful way,0,68,Yes,Yes,Yes,Yes,Spread Love ,Male,-10.0,6037,151.41772490754087,402.9321100696131,136.747285387349,499.567122862656
130,8,25_sample_60c5d6bf5659ea5e55def51c_p-10_f.wav,63.0,63.0,2023-11-09 00:44:54,59,en,1942581331,2023-11-09 00:26:05,2023-11-09 00:26:05,Male,27,Advanced,65,No,66,Hate speech for me means generalizing about certain groups of people in a bad and hurtful way,0,68,Yes,Yes,Yes,Yes,Spread Love ,Female,-10.0,60c5d6bf5659ea5e55def51c,186.62721020795811,301.8396530827595,165.8467432217846,384.0546523190589
131,8,26_sample_60c5d6bf5659ea5e55def51c_p-10_m.wav,60.0,65.0,2023-11-09 00:44:54,59,en,1942581331,2023-11-09 00:26:05,2023-11-09 00:26:05,Male,27,Advanced,65,No,66,Hate speech for me means generalizing about certain groups of people in a bad and hurtful way,0,68,Yes,Yes,Yes,Yes,Spread Love ,Male,-10.0,60c5d6bf5659ea5e55def51c,132.23821221438178,273.9011350684477,107.34122965138177,409.4166993744092
132,8,trickQuestion,0.0,99.0,2023-11-09 00:44:54,59,en,1942581331,2023-11-09 00:26:05,2023-11-09 00:26:05,Male,27,Advanced,65,No,66,Hate speech for me means generalizing about certain groups of people in a bad and hurtful way,0,68,Yes,Yes,Yes,Yes,Spread Love ,,nan,,,,,
134,8,28_sample_60c5d6bf5659ea5e55def51c_p+10_m.wav,76.0,38.0,2023-11-09 00:44:54,59,en,1942581331,2023-11-09 00:26:05,2023-11-09 00:26:05,Male,27,Advanced,65,No,66,Hate speech for me means generalizing about certain groups of people in a bad and hurtful way,0,68,Yes,Yes,Yes,Yes,Spread Love ,Male,10.0,60c5d6bf5659ea5e55def51c,240.8344995054811,341.6979419483644,230.218617556802,367.3469681844473
138,8,32_sample_60c5d6bf5659ea5e55defbed_p+10_m.wav,38.0,38.0,2023-11-09 00:44:54,59,en,1942581331,2023-11-09 00:26:05,2023-11-09 00:26:05,Male,27,Advanced,65,No,66,Hate speech for me means generalizing about certain groups of people in a bad and hurtful way,0,68,Yes,Yes,Yes,Yes,Spread Love ,Male,10.0,60c5d6bf5659ea5e55defbed,239.56741921325303,310.0444054282751,234.34175094085845,272.6079448302944
142,8,36_sample_60c5d6bf5659ea5e55defd2b_p+10_m.wav,67.0,68.0,2023-11-09 00:44:54,59,en,1942581331,2023-11-09 00:26:05,2023-11-09 00:26:05,Male,27,Advanced,65,No,66,Hate speech for me means generalizing about certain groups of people in a bad and hurtful way,0,68,Yes,Yes,Yes,Yes,Spread Love ,Male,10.0,60c5d6bf5659ea5e55defd2b,251.71630826188863,347.35897218668225,242.65654659271064,354.967892838042
144,8,38_sample_7699_p-10_m.wav,78.0,79.0,2023-11-09 00:44:54,59,en,1942581331,2023-11-09 00:26:05,2023-11-09 00:26:05,Male,27,Advanced,65,No,66,Hate speech for me means generalizing about certain groups of people in a bad and hurtful way,0,68,Yes,Yes,Yes,Yes,Spread Love ,Male,-10.0,7699,147.90113581613988,308.7155923341897,119.6978646927078,415.6435796715541
145,8,39_sample_7699_p+10_f.wav,0.0,80.0,2023-11-09 00:44:54,59,en,1942581331,2023-11-09 00:26:05,2023-11-09 00:26:05,Male,27,Advanced,65,No,66,Hate speech for me means generalizing about certain groups of people in a bad and hurtful way,0,68,Yes,Yes,Yes,Yes,Spread Love ,Female,10.0,7699,355.2802960547483,464.2565675945432,352.4093789880344,364.4333205856505
146,8,40_sample_7699_p+10_m.wav,73.0,75.0,2023-11-09 00:44:54,59,en,1942581331,2023-11-09 00:26:05,2023-11-09 00:26:05,Male,27,Advanced,65,No,66,Hate speech for me means generalizing about certain groups of people in a bad and hurtful way,0,68,Yes,Yes,Yes,Yes,Spread Love ,Male,10.0,7699,236.9763182747345,372.592222535474,231.2252941706643,376.45945129618366
147,8,41_sample_7809_p-10_f.wav,60.0,59.0,2023-11-09 00:44:54,59,en,1942581331,2023-11-09 00:26:05,2023-11-09 00:26:05,Male,27,Advanced,65,No,66,Hate speech for me means generalizing about certain groups of people in a bad and hurtful way,0,68,Yes,Yes,Yes,Yes,Spread Love ,Female,-10.0,7809,194.45745871190985,303.79583864208536,172.18294417834136,320.86032383362414
150,8,44_sample_7809_p+10_m.wav,84.0,50.0,2023-11-09 00:44:54,59,en,1942581331,2023-11-09 00:26:05,2023-11-09 00:26:05,Male,27,Advanced,65,No,66,Hate speech for me means generalizing about certain groups of people in a bad and hurtful way,0,68,Yes,Yes,Yes,Yes,Spread Love ,Male,10.0,7809,238.9098823080781,321.9612598747609,220.55824963064416,289.621821945533
152,8,46_sample_9064_p-10_m.wav,4.0,55.0,2023-11-09 00:44:54,59,en,1942581331,2023-11-09 00:26:05,2023-11-09 00:26:05,Male,27,Advanced,65,No,66,Hate speech for me means generalizing about certain groups of people in a bad and hurtful way,0,68,Yes,Yes,Yes,Yes,Spread Love ,Male,-10.0,9064,165.5527280392079,295.31746789142073,112.05105304440264,381.6517004398491
153,8,47_sample_9064_p+10_f.wav,28.0,42.0,2023-11-09 00:44:54,59,en,1942581331,2023-11-09 00:26:05,2023-11-09 00:26:05,Male,27,Advanced,65,No,66,Hate speech for me means generalizing about certain groups of people in a bad and hurtful way,0,68,Yes,Yes,Yes,Yes,Spread Love ,Female,10.0,9064,370.6026659040703,451.89477028527807,379.9771992461262,343.43878330735885
154,8,48_sample_9064_p+10_m.wav,66.0,52.0,2023-11-09 00:44:54,59,en,1942581331,2023-11-09 00:26:05,2023-11-09 00:26:05,Male,27,Advanced,65,No,66,Hate speech for me means generalizing about certain groups of people in a bad and hurtful way,0,68,Yes,Yes,Yes,Yes,Spread Love ,Male,10.0,9064,263.6580809011482,374.8085042436387,243.41783284515475,366.4474325756373
158,8,52_sample_9093_p+10_m.wav,37.0,33.0,2023-11-09 00:44:54,59,en,1942581331,2023-11-09 00:26:05,2023-11-09 00:26:05,Male,27,Advanced,65,No,66,Hate speech for me means generalizing about certain groups of people in a bad and hurtful way,0,68,Yes,Yes,Yes,Yes,Spread Love ,Male,10.0,9093,267.35335984908374,371.22195298848646,259.96572310619445,351.3881965521297
165,12,07_sample_2994_p+10_f.wav,82.0,80.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Female,10.0,2994,380.8630534382837,440.92482495103326,393.2270699053482,260.5064653818536
166,12,08_sample_2994_p+10_m.wav,90.0,79.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Male,10.0,2994,280.8571478395866,357.7146016215786,261.895958660944,295.73384589004746
168,12,10_sample_3913_p-10_m.wav,56.0,55.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Male,-10.0,3913,240.6989919309526,373.3689072689052,207.10743174045183,399.8098024730553
169,12,11_sample_3913_p+10_f.wav,86.0,64.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Female,10.0,3913,379.465102900006,602.0160933138437,435.16173461213066,497.3844204687591
172,12,14_sample_4382_p-10_m.wav,84.0,76.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Male,-10.0,4382,150.33947748561314,352.8274654745969,132.86612165048246,405.392887797881
173,12,15_sample_4382_p+10_f.wav,77.0,77.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Female,10.0,4382,385.35093632975816,492.61503795962113,422.252502185419,348.03906807084854
174,12,16_sample_4382_p+10_m.wav,64.0,50.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Male,10.0,4382,275.41744088918904,413.2284195527813,298.70306753743336,368.5712146843281
175,12,17_sample_5213_p-10_f.wav,50.0,39.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Female,-10.0,5213,206.62134199373196,373.3944396465776,183.54345132865268,480.95919987447206
176,12,18_sample_5213_p-10_m.wav,71.0,60.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Male,-10.0,5213,162.98279786307242,350.87347440519454,121.12617663793004,449.1220801980649
177,12,19_sample_5213_p+10_f.wav,38.0,11.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Female,10.0,5213,373.46602240866,509.23994579447816,368.9481430340786,433.7992351471052
178,12,20_sample_5213_p+10_m.wav,60.0,19.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Male,10.0,5213,265.9528152065761,429.4083244563179,271.495566505596,435.4804590208056
181,12,23_sample_6037_p+10_f.wav,36.0,21.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Female,10.0,6037,355.4298149162833,499.54011736391465,357.22407224290794,436.45337055898096
182,12,24_sample_6037_p+10_m.wav,37.0,22.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Male,10.0,6037,267.3661042142585,477.7838095137638,272.9106643345169,495.9194978113703
185,12,trickQuestion,0.0,99.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,,nan,,,,,
186,12,27_sample_60c5d6bf5659ea5e55def51c_p+10_f.wav,79.0,75.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Female,10.0,60c5d6bf5659ea5e55def51c,363.5178458970007,446.5561716256685,351.82406225736884,351.34386562510383
187,12,28_sample_60c5d6bf5659ea5e55def51c_p+10_m.wav,71.0,46.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Male,10.0,60c5d6bf5659ea5e55def51c,240.8344995054811,341.6979419483644,230.218617556802,367.3469681844473
188,12,29_sample_60c5d6bf5659ea5e55defbed_p-10_f.wav,91.0,87.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Female,-10.0,60c5d6bf5659ea5e55defbed,203.1633857360342,292.9208302334188,177.49195400833935,316.8870685822867
191,12,32_sample_60c5d6bf5659ea5e55defbed_p+10_m.wav,86.0,88.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Male,10.0,60c5d6bf5659ea5e55defbed,239.56741921325303,310.0444054282751,234.34175094085845,272.6079448302944
192,12,33_sample_60c5d6bf5659ea5e55defd2b_p-10_f.wav,71.0,74.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Female,-10.0,60c5d6bf5659ea5e55defd2b,201.86430097004185,312.4880844379037,181.16664421663705,340.70440706130694
193,12,34_sample_60c5d6bf5659ea5e55defd2b_p-10_m.wav,70.0,61.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Male,-10.0,60c5d6bf5659ea5e55defd2b,147.83821918394312,280.0400250876869,117.52346331643132,370.6655388441718
194,12,35_sample_60c5d6bf5659ea5e55defd2b_p+10_f.wav,76.0,69.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Female,10.0,60c5d6bf5659ea5e55defd2b,364.8346058931698,437.5728564542495,367.70603067998985,294.7029748453692
195,12,36_sample_60c5d6bf5659ea5e55defd2b_p+10_m.wav,43.0,31.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Male,10.0,60c5d6bf5659ea5e55defd2b,251.71630826188863,347.35897218668225,242.65654659271064,354.967892838042
196,12,37_sample_7699_p-10_f.wav,84.0,75.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Female,-10.0,7699,198.028849347958,349.72761659082664,179.44055386108266,421.0076362924112
197,12,38_sample_7699_p-10_m.wav,92.0,90.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Male,-10.0,7699,147.90113581613988,308.7155923341897,119.6978646927078,415.6435796715541
198,12,39_sample_7699_p+10_f.wav,86.0,77.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Female,10.0,7699,355.2802960547483,464.2565675945432,352.4093789880344,364.4333205856505
199,12,40_sample_7699_p+10_m.wav,85.0,81.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Male,10.0,7699,236.9763182747345,372.592222535474,231.2252941706643,376.45945129618366
200,12,41_sample_7809_p-10_f.wav,40.0,33.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Female,-10.0,7809,194.45745871190985,303.79583864208536,172.18294417834136,320.86032383362414
201,12,42_sample_7809_p-10_m.wav,42.0,29.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Male,-10.0,7809,127.23376755839472,253.1450252161828,103.38840423348324,345.1161447140598
202,12,43_sample_7809_p+10_f.wav,31.0,26.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Female,10.0,7809,374.83484023126334,443.0876483899213,358.32192663806075,313.93080723614224
209,12,50_sample_9093_p-10_m.wav,33.0,18.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Male,-10.0,9093,154.02106885499418,313.608614950378,125.31645999126658,378.8939681635306
211,12,52_sample_9093_p+10_m.wav,33.0,14.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Male,10.0,9093,267.35335984908374,371.22195298848646,259.96572310619445,351.3881965521297
212,13,01_sample_22967_p-10_f.wav,70.0,70.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Female,-10.0,22967,196.3264958169721,332.90278400367094,167.52681909510437,396.0050440823331
213,13,02_sample_22967_p-10_m.wav,76.0,76.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Male,-10.0,22967,142.34470599123688,291.85967294884466,106.66129674258718,425.23396481496906
215,13,04_sample_22967_p+10_m.wav,74.0,75.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Male,10.0,22967,249.22199487822223,360.4410379690174,240.7921557344637,369.23328726668245
216,13,05_sample_2994_p-10_f.wav,66.0,64.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Female,-10.0,2994,202.33791737484293,310.9071040223541,179.91676553935082,329.16252881248386
219,13,08_sample_2994_p+10_m.wav,83.0,79.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Male,10.0,2994,280.8571478395866,357.7146016215786,261.895958660944,295.73384589004746
222,13,11_sample_3913_p+10_f.wav,55.0,55.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Female,10.0,3913,379.465102900006,602.0160933138437,435.16173461213066,497.3844204687591
224,13,13_sample_4382_p-10_f.wav,40.0,40.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Female,-10.0,4382,222.6877261104952,361.96107139124194,184.8249141832258,393.8487491511948
225,13,14_sample_4382_p-10_m.wav,20.0,20.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Male,-10.0,4382,150.33947748561314,352.8274654745969,132.86612165048246,405.392887797881
